processed_text,label
apparently one shemp first short stooge excludes much earlier vaudeville year team threesome comedic timing honed best aside intense slapstick scene others subtle funny watch larry shemp asks look camera snapshot watch real object prompting moe exclamation oh highly polished mahogany emil sitka bewildered goofiest goon may look scary somehow funny seems frustrated perplexed stooge regular people short shemp aficionado must episode not disappoint,1
world stage people actor something like hell said theatre stopped orchestra pit even theatre door not audience participant theatrical experience including story film grand experiment said hey story need attention need active participation sometimes bring story sometimes go story ala no one listened not mean not said,1
wow saw last night still reeling good every character felt real although petty selfish hole bizarre story middle aged widow start shagging daughter feckless boyfriend felt utterly convincing top performance round hat anne reid friend north daniel craig latter coming across next david thewlis director roger michell far notting hill possible thank god watch movie,1
excellent film dealing potentially exploitative subject great sensitivity anne reid previously best known uk tv role including dinnerladies victoria wood scripted series company catering worker wondering give performance finely judged understatement may late 60 bereaved mother two chattering class adult inner london borough husband toot peter vaughan dy visit male latter specie bobby see pair rather casually greeted bobby family may teacher daughter paula cathryn bradshaw life nearby however relationship may paula initially appears closer thus may decides cannot live home come back london able stay paula house child minding paula appreciative offspring may visit bobby house embarks affair darren mid 30 friend bobby working house extension may first mainstream british film portray may not darren daniel craig initiate encounter least begin seems relationship founded mutual respect no explicit sexual content least dvd saw difference imdb cast list suggests existence version physical basis affair handled directly not exploitatively strongly portrayed relationship may daughter paula recent convert therapy self exploration announces mummy never supportive paula also darren lover find may explicit rather poor drawing darren may together thing go downhill dramatic controlled fashion english film perhaps could daughter announce going hit mother politely ask stand duly wallop mean time may drawn putative relationship decent older generation member paula writing group contrast ensuing unwanted intercourse affair darren clearly made point may start acquiesce paula darren worm begin turn reveals cocaine may money not along ride may find superfluous child need finally return home later leaf jet plane pasture new film strength portrays unflinching sympathetic truth nature contemporary adult parent sibling relationship bereavement may leave surviving parent feeling alone no one care not new openness portrayal sexual need 60 may well darkness film content screenplay hanif kureishi stand contrast way lit seems perpetual summer overall mood uplifting could easily yet another piece set dour rainy england ending perhaps written not know may going long perhaps shirley valentine pension certainly no picasso anne reid however revealed fine actor whose professional life surely changed forever like julie andrew torn curtain said paul newman go mary poppins read dinnerladies image good yes announced oct 2005 new james bond,1
beginning film watch may toot preparing trip london visit grown child one see toot not best health go along dy suddenly may world begin spin control film directed roger michell based screen play hanif kureshi study mother figure come term new status life awakening world not even know existed may life suburban wife probably boring obviously sexual life next nothing get know short extra marital affair nothing may loses husband cannot go back home instead stay behind minding grandson daughter home setting may begin lusting young hunky darren daughter occasional lover darren awakes may passion not ever known may responds transforming front eye may beginning film dowdy suddenly start dressing becoming interesting attractive woman end falling head heel young man keep sated passion never felt known couple case similar story came no surprise watch may reaction chance normal relationship bruce widower end frustratingly may realizes great sex darren younger man figure affair satisfy possibility extorting money may finally daughter helen discovers mum behind back discovers erotic painting mother made film triumph director anne reid mr michell found extraordinary actress brings much role may also amazing daniel craig know darren react situation anna wilson jones helen also vital story one confront mother going behind back oliver ford davy play small part bruce older man helen class quite effective film rewarding see open mind,1
woman left alone death husband find attracted son friend handy man slightly twisted story woman begin sleeping handy man effort revive twisted part handy man also daughter love interest not strange enough mother manages fall man daughter find blame not dysfunctional relationship also messed life poor mother though may think badly woman truth movie manages portray positive light beautifully played anne reid character dimension portrays great emotion truly brilliant performance enjoyable film 8 10,1
mother extraordinary piece film making get thinking pull no punch ultimately leaf thinking much open ended lead character fate anne reid knew briefly appearance victoria wood led project thought fine comedienne truly superb not stereotypical widowed housewife perfect marriage motherhood not free spirited adventurous first play character right note ring true well powerful cast great script renaissance european cinema indeed,1
although one point thought going turn graduate say mother excellent job explaining sexual desire older woman glad british film hollywood never would done even would ruined not taking time develop character story revealed slowly realistically acting superb character believably flawed dialogue sensitive tried many time predict going happen always wrong intrigued story highly recommend movie must confess forever look mom different light,1
warning contains spoiler adult friend notion parent sex make terribly uneasy came mind reflected audience reaction mother people gasped may anne reid writhed passionately bed younger hunk lover darren daniel craig later saw sexually explicit drawing may doubt audience aghast nudity drawing content much feeling uneasy seeing woman 60 rapturously enjoying sex screenwriter hanif kureishi beautiful laundrette son fanatic prof among trenchant storyteller either side atlantic story not easy take searing family drama not film claim enjoyed watching raw complex often make u uncomfortable nevertheless powerfully good stuff kureishi roger michell directed notting hill thing craft unsentimental wrenching superbly acted portrait older woman realizes year still enjoy life pleasure wonderfully epiphanous moment son bobby asks not difficult may shoot back not not indeed anne reid deserves oscar nomination turn may subtle restrained powerful sad often time watch reid may observes darren paula cathryn bradshaw seemingly passionate clutch pub begs paula open front door disastrous date reid eye face reveal may anguish despair film devastating moment may drop knee darren willing anything asking kind tremendously gutsy performance remarkable actress enjoyed michell use natural sound especially may toot first arrive bobby place perfectly illustrated cacophony around may toot flippant manner family welcome film time reminded honesty rawness mike leigh work except mother hang slight sense optimism keep afloat one quibble michell decision give may darren first love scene almost cheesy sensibility lover remain focus foreground white curtain flutter gently breeze sound may throe passion problem michell approach reid craig completely envelops role darren plough way fearlessly role unfair hide character almost primitive energy audience especially since michell no qualm making later sex scene visceral film not immensely likable character sympathize may cause daughter suffering doubt kureishi intended people story likable folk point believe unmask family already cracking something emotionally cataclysmic happens unflinching candor ultimately unforgettable,1
fierce shockingly intelligent piece work gifted british writer hanif kureishi wrote beautiful laundrette best thing done since intelligent people whose life not add much squandered given largely empty vessel character screen alive mother title yet feel dead inside rough handyman show affection awakens joy sex motif kureishi treat good deal compassion film people place feel familiar character exist beyond confines screen respect bit like sunday bloody sunday altogether tougher piece work director roger michell allows scene build instinctively beautifully acted eponymous mother anne reid betrays wasted life every gesture not false note extraordinarily lived performance fine actor daniel craig display shading character even kureishi not tapped film strike false note perhaps character talentless daughter caught messy affair man mother seduces way round even messier life well played cathryn bradshaw hook nevertheless film also extremely beautiful look dop alwin kuchler must rank unhesitatingly best british film year,1
hard imagine director capable godawful crap notting hill pulling something sensitive attractive well evidence quite compelling several alluded tv drama yes seventy play today feel time always cut mainly think owing quite superlative acting anne reid fine script shadow box clich without ever getting one nose except maybe right end not like either tracking shot indifferent goodbye hallway nor oh beautiful morning final scene deserved studied finale think hard work slipper business bit ott reflection mean avoiding clich well one sinking expectation mature man may daughter try set would cast 2 dimension repulsive old bore point contrast painfully attractive virile young geezer unwittingly competing instead get unexpectedly subtle sympathetic cameo lonely clumsy not entirely unlikeable human fellow nevertheless not much clue entertaining woman around point started sit pay attention script let actor breathe something interesting fairly minor part almost mike leigh respect minus contrived cathars latter inexplicably go course everyone probably dumbfounded anne reid character body not repressed dutiful housewife discovering first time far simplistic character allusion bad housewife not mention thing tray trying look nurturing comely succeeding looking awkward daughter accuses sat front tv day instead well whatever motherly duty might presumed no answer never model wife mother least not lot poignancy come sense someone wasted life trying fulfil role simply not good ever,1
kid whatever age not want know parent sex life grown child often seriously baffled disconcerted evidence aging parent possess active libido lastly many moviegoer uncomfortable watching dowdy frumpy widow would pas unnoticed almost anywhere discover aching capacity need raw passion handsome man half age mother provocative look scarcely filmed reality woman not ready stay home watch telly vegetate husband nearly three decade controlling dominating chap pack massive heart attack may anne reid husband two child dysfunctional way male son life beautiful wife may well driving bankruptcy court extravagant commercial venture paula cathryn bradshaw teacher aspiration succeeding writer attractive not pretty seems close relationship mum first back house burying husband may determines not stay rejecting typical widowhood legacy boring day no adventure go stay paula young son paula boyfriend darren daniel craig ruggedly handsome contractor seems taking awfully long time complete addition may son house may quite taken hard drinking coke sniffing darren whose treatment paula ought alerted may sure fellow royal academy cad follows torrid affair darren besotted bubblingly alive dare say reborn widow love scene graphic take second place amateur artist may pen ink sketch tryst play role enfolding drama debacle take pick theater manhattan packed today early afternoon showing well half audience range may age shocked disturbed see disporting erotic abandon arm much younger man understatement blindingly honest look older woman awakened passion decade dutifully obeying husband desire stay home raise kid also mention not like friend guy surface number issue may dalliance darren not constitute incest real psychological dimension issue mother bedding daughter lover paula not made stoutest stuff begin affair disclosed allows peeling open mother daughter relationship paula viewpoint left something desired m bradshaw excellent role daughter want mother support well love not dealt terrible hand life not bed rose either may strong resolve acknowledge sexuality expect indeed demand future happiness also inescapably vulnerable fishing uncharted emotional water control relationship darren difficult issue understand much less resolve sixty still work progress something gotta give recently showcased mature sexuality amusingly antiseptic way assuring no viewer would discomfited jack nicholson always beautiful diane keaton cavorting world rich insure no serious psycho social issue explored keaton young girlfriend amanda peet daughter keaton not blesses match insures audience know old er would lover never hopped sack no easy anne reid inspired performance force discomfort drawing respect others naked body burst sexuality appears absurd object physical attraction others comment audience member leaving today reflected view kudos director roger michell tackling fascinating story verve empathy 9 10,1
tsui hark experiment nothing no one withstand legend zu possibly 6hours condensed 1h40 one not understand like 2001 space odyssey also not one feel power film every second every picture extraordinary vision future 7th art one pioneering astounding rejoicing recent year vital severe masterpiece absolutely perfect tsui hark experiment nothing no one withstand legend zu possibly 6hours condensed 1h40 one not understand one feel power film every second every picture extraordinary vision future 7th art one pioneering astounding rejoicing recent year vital severe masterpiece absolutely perfect 10000000000000 10000000000000,1
mind remains one best depiction superman tv well one faithful particular comic period series paid homage superman film 70 80 superman comic series reboot 1986 onward man steel superman vol 2 action comic adventure superman etc opening score title stirring based john williams score film updated saturday morning action series marv wolfman one main contributor comic reboot writer adventure superman perfect choice involved animated series overall series mature feel continuing kid friendly superman presented believable strong iconic recurring nemesis lex luthor megalomaniac ceo incarnation daily planet character lois jimmy perry portrayed well one favorite appearance wonder woman story revolved around home island themyscira paradise island design mother hippolyte keeping similarly rebooted wonder woman comic book series era seemed like equally well done animated series could developed handled one thing hard believe not released dvd blu ray deserves,1
superfriends scooby doo left saturday morning airwave fall 1986 pretty much stopped watching saturday morning cartoon point since two kept tuning since neither real ghostbusters nor flintstone kid seemed promising retired started sleeping saturday morning returned saturday morning tv 1988 one year one one animated show new animated show superman something not going pas 17 high school time loved show recall series gift fan suppose celebration superman 50th birthday particular year theme music music style reminiscent john williams movie score richard donner christopher reeve superman movie honestly felt animation style ruby spear reminiscent super power team galactic guardian series hanna barbera year sadly danny dark not back superman felt beau weaver impressive job voice superman clark kent nerdy like chris reeve version hearing reed richards mr fantastic 90 fantastic four could still see version superman mind ginny mcswain lois lane lol rhyme voice director hanna barbera ruby spear guess took upon lois memory superfriends lingered series came voice cast jimmy olsen mark taylor superfriends formerly firestorm perry white none former batman tv writer stanley ralph ross superfriends gorilla grodd brainiac super power show lex luthor wise cracking billionaire tycoon none superfriends voice alum michael bell know best zan riddler well many character many series felt series combination movie superman along post crisis john byrne envision superman lex luthor billionaire tycoon jonathan martha kent alive see clark superman bruce timm series lois clark would also unfortunately never saw brainiac bizarro toyman metallo darkseid luthor saw prankster see general zod especially enjoyed one episode wonder woman voiced bj ward played super power team well episode smashing also enjoyed clark growing development story infancy childhood adolescence adult moving metropolis short little segment superman family album two thing not like lasted one season wonder woman guest spot hoping batman would turn voiced adam west still thinking super power team episode guess also hoped prankster episode metropolis baseball team pitted gotham goliath every popular super hero one cartoon series ultra rare spiderman feel 1981 solo series aired time amazing friend incredible hulk 1982 cartoon fantastic four 1978 series herbie robot batman new adventure batman 1977 filmation featuring batmite superman rarest series one superman book documentary never cover mention another series wb consider dvd release 1988 version superman well super,1
difficulty johnny yuma arrives ailing uncle ranch take day day operation find old man murdered beautiful gold digger wife woman vicious brother good production value likable performance mark damon breezy action packed script combine make entertaining not exceptionally deep average addition spaghetti western genre co star rosalba neri one hottest european babe ever grace screen absolutely perfect cold hearted user abuser weak men damon neri appeared together least one picture devil wedding night pretty good horror movie particular interest want see underneath rosalba dress,1
opening scene eye patch wearing desperado named hawkeye smooth forehead follows johnny pueblo shown scar patched eye one many continuity lapse edgy spaghetti western rather detract picture add special flavor proceeding another occurs sanchez turn three dead body examined identity cannot imagine many false cadaver town immediately carradine lawrence dobkin show collect bounty no wanted poster hand film principal johnny yuma mark damon shown holster alternately right left hip throughout movie exchanging gun belt carradine following barroom brawl johnny bound san margo uncle request avenge death hand deceitful wife samantha rosalba neri conniving brother pedro louis vanner take time getting fun ride one best music score record saloon fight got kick kung fu sound effect every time punch connected care story exaggeration following duel pedro first time johnny wipe small amount blood lip manages smear pedro entire face similarly pedro smack around little pepe later film not cut time johnny arrives pepe face covered blood johnny yuma probably one best genre not clint eastwood johnny mark damon reasonably suitable stand without seething exterior carradine seemed replacement obligatory lee van cleef character without total bad guy first identity exchange carradine johnny not seem make sense tied together time film ended knew henchman would wind getting due marking time part anticipation case wondering title hero nothing nick adam character classic tv western rebel film johnny got name gunfight yuma perhaps unique element story way tied thing evil samantha pulled string behind scene throughout shooting carradine beat hasty retreat johnny get revenge still alive look like carradine try shoot miss not take long johnny sanchez track dessert perished without water carradine aimed canteen,1
spoiler anyone lucky enough ever see film not really spoiler saw film released still remember part set small town west left town resembles ghost town inhabitant among couple wife especially wicked let man die end film leaf town cross desert never know happens next left dying man shoot deliberately not hit instead water supply not aware soon thirsty mark damon kill couple bad guy funny manor another story not remember good remaining impression film one first time saw really wicked woman film pretend anything wicked cannot compared witch snowwhite comparison easy find tight western main character still absorbing,1
one satisfying western italiana johnny yuma freshness many wai made heyday genre highly recommended fan genre offbeat intelligent cinema johnny yuma respect not terribly original actually not count success genre film depends well meet audience expectation well provides surprising variation expected element earlier pleasing experience recreated subtle major twist provide continuing interest quality execution also obviously important tired retread less successful sincere attempt entertain move audience given criterion johnny yuma succeeds numerous reprises element earlier film setting brutal twisted semi feudal twilight world shared many best gothic family western made 1964 1968 tempo di massacre 1966 plot combination basic fistful dollar 1964 plot ringo film fact not surprising screenwriter fendiando di leo involved di leo one best screenwriter popular cinema coming cinecitta 1960s 70 work helped provide much thematic continuity coherency genre along couple personality distinct circle actor director screenwriter fod plot protagonist arrives town stir tense situation undergoes near death followed resurrection film like quella sporca storia nel west 1968 quite literally crucifixion catholic undertone narrative symbolism intriguing especially given implicit populist explicit socialist leaning filmmaker film ringo plot developed fully screenwriter ernesto gastaldi series film starring guliano gemma egoistic protagonist chooses interest community medium relationship member community healthy dash ironic uncertainty relationship carradine johnny clearly based manco mortimer fistful dollar 1965 two scene exchange gun belt provides clever dialog understanding two numerous film including da uomo uomo 1968 even el chuncho qui n sabe 1967 use relationship older younger man father son older younger brother anglo adviser adversary peasant revolutionary central dynamic plot additionally focus deception misdirection maze mirror recur throughout best early wai canon pueblo almeria become literal maze protagonist antagonist play shifting game cat mouse distinguishes johnny yuma wai quality director romolo guerriri use visual psychological space together arrangement script intelligent mechanism forward plot dialogue never important wai often absurdly unintelligible thought exception cynical commentary django 1966 faccia faccia 1967 psychological depth character created almost entirely iconic imagery juxtaposition description overall narrative situation see presence deadly samantha felt beating scene watching roof background action johnny strip samantha pedro security confidence power stealthy invasion ranch hotel even bedroom theme fod finally note focus search information like many element borrowed fod ultimately based hard boiled mystery novel red harvest incidental contact wanted poster overheard conversation glance window watch left dust mistaken identity movement ripple created action pedro samantha within surreal absurd reality narrative tack forward conclusion movie notable time perceived excess violence course film hardly violent many american western different psychological intensity violence cause attributed say not violence meaning changed johnny yuma distinct interesting use portrayal violence another interesting aspect film personally find interesting genre link provides anonymous nameless audience italy spain recurrent narrative held significance interest artifact may no intrinsic worth flint debitage prehistoric site shard cruse pottery moldering piece leather rusted metal reference nameless presence life significant simply existed johnny yuma intrinsic worth much interest derives connection mystery top spaghetti western list average sw fanatic bottom barrel,1
wonderful little film element made spaghetti western exciting fun great music one not female composer work genre nora orlandi exciting action sequence vicious one day beautiful scenery set almeria spain course also good story nice tragic romance edge actor marvelous job truly standout performance lawrence dobkin rosalba neri vital role female spaghetti western outside cardinale leone upon time west without posting spoiler let say movie contains one best ending film ever seen,1
memorable spaghetti western great storyline interesting character good acting especially rosalba neri role evil villainess film truly classic steal every scene express much face eye even not speaking performance believable manages quite mesmerizing without top not anything wrong top mark damon surprisingly good movie music score excellent theme song kind playing head constantly day seeing movie whether want not couple part amusing especially like part rosalba neri undress front parrot also lot slick gun play well done would probably given movie 8 9 star not two thing first silly bar room brawl occurs 25 minute film one ridiculous looking fight ever seen movie poorly choreographed look like dance number bad musical kind real fight one might able overlook terence hill bud spencer comedy serious western brawl really needed realistic thing annoyed movie yuma cowardly mexican sidekick guess supposed comic relief something character plain stupid unnecessary movie like not funny say tuco need said let assure everyone reading johnny yuma classic spaghetti western despite fault mentioned fan genre need see movie,1
tenant began 1971 short novel deceased bernard malamud writer philosopher examining conflict jew african american incendiary atmosphere brooklyn time book written novel story gut wrenchingly real transcribed screenplay novice david diamond danny green also directs cerebral dissertation gradually erupts action final moment harry lesser dylan mcdermott jewish novelist one book belt currently attempting finish newest book ten year writing convinced must complete novel environment started sole tenant condemned brooklyn tenement owned levinspiel seymour cassel constantly try buy harry lease filthy dilapidated building demolished atmosphere enters another black militant quasi anti semitic writer willie spearmint snoop dogg harry befriends hide offer help nascent novelist attempt write death white people harry attempt help willie lead conflict not least harry meeting willie girlfriend white jewish irene bell rose byrne less friendly gathering willie militant black brother sister willie irene skid harry gradually fall love irene plan leave new york soon harry finish novel willie hears assignation critiqued harry willie explodes begin downward descent not delicate friendship also competition writer ending reveals slippery nature human condition human capacity violence undoing actor best script bit awkward despite scripted line border preaching create believable character cinematography enhances story keeping mood dank dense primarily confined condemned building musical score appropriately make use solo jazz trumpet blue piano underline tension isolation groundless character though take patience make cerebral ramblings film end worth watching least attempt recreate malamud bizarre look life big city grady harp,1
not fan snoop dogg actor made even anxious check flick remember interviewed jay leno said turned role big budget adam sandler comedy longest yard film obviously snoop serious mission prove acting chop not going overpraise snoop performance tenant certainly better rapper actor like mo def could done role point snoop good job cannot seem shake trademark body movement vocal inflection something even jack nicholson problem point found convincing role tension dylan mcdermott character captivating mcdermott way give best performance film though subtle acting likely overshadowed snoop not subtle acting big reader aspiring writer could not help find character plot somewhat fascinating aggravate snoop character would constantly ask mcdermott read work berate criticizing know sure lot writer like character supposed flawed mcdermott way mild criticism film would ending reason felt rushed though resolution certainly made sense motivated character rather plot,1
came back hong kong summer vacation saw legend zu thought kicked creative unique crouching tiger hidden dragon lot less drama even thought much special fx yeah right cannot complain cast zhang ziyi cecilia cheung fine legend zu kick,1
pinjar mr dwivedi awesome movie definitely greaest finest 2003 good performance dwivedi know extract mast urmila like u never seen one true great performance along fine actor manoj bajpai shown bollywood bhiku mhatre movie girl urmila living pre partition pakistan punjabi family livin small town kidnapped muslim guy part going year kinda fight punjabi family follows series twist turn urmila arranged marriage due day movie truly good movie storyline solid amazing screenplay performance like lillete dubey isha koppikar u wont believ act well besides jus dancin khallas kulbhushan kharbanda many set pre partition pakistan costume cinematography sound background score add positive point start till end u r stuck u r seat question whats next movie not jus worth watchin deserved part movie collection ultimate scene end movie would suggest no kabhi khushi kabhi gum no dil pagal hai crowd watch amazing flick rating 10 10,1
complex story laid background partition bharat honest muslim kidnaps innocent hindu girl educated hindu burn harvest muslim man yet end end liking story powerful yet screenplay flow hesitant background music score song outstanding next come memorable acting veteran urmila matondkar photography capture time violence flavor rural punjab well others actor either not act well not get chance act direction really weakest link character not developed well not crisp contrast earth even 5 line character leaf mark end interesting story could several different ending could equally good,1
another detailed work subject dr dwivedi take u back time pre partioned panjab dr dwivedi chose difficult subject movie debut worked meticulous detail bring story life treatment subject delicate even though not region time set costume look real unlike movie made partition one focus not gory detail violence attract audience effect character come life priyanshu chatterjee given impressive performance manoj bajpai acted heart showing plight guilt ridden man rest cast done good job,1
extremely well made film acting script camera work first rate music good though mostly early film thing still relatively cheery no really superstar cast though several face familiar entire cast excellent job script hard watch no good end situation like one presented fashionable blame british setting hindu muslim cruelly separating two country merit view also true no one forced hindu muslim region mistreat around time partition seems likely british simply saw tension religion clever enough exploit end result much cruelty inhumanity situation unpleasant remember see screen never painted black white case baseness nobility side also hope change younger generation redemption sort end puro make hard choice man ruined life also truly loved family disowned later come looking point no option without great pain film carry message muslim hindu grave fault also dignified caring people reality partition make realisation wrenching since never real reconciliation across india pakistan border sense similar mr mr iyer end glad seen film even though resolution heartbreaking uk u could deal history racism kind frankness would certainly better,1
fond film kept guessing till end would happen one better movie partition seen urmila matondkar gorgeous one personal earth film seen partition little less mainstream gadar really emotional roller coaster start one opinion going come completely one side not typical bollywood fare rather art house type film best part movie not dehumanize one side partition conflict focusing story another not blame castigate rather let draw conclusion thing,1
superb initially thought given amrita pritam communist leaning dr dwivedi nationalist leaning film frank novel read novel surprised find reverse kudos marita pritam not pseudo sec dr dwivedi objective movie touch sensitive topic sensitive way casualty war woman poet said movie personifies also sad commentary hindu psyche cannot stand kidnapper girl hindu brother burn field tormentor hand also show economic angle behind partition fact girl kidnapped first place think kidnapper thought kidnapping girl become legal owner house thus new govt not able ask return house apart one salute courage character puro bhabhi two simple village girl unmindful outside world risk everytihng trying come back dishonored many documented case woman not accepted family india no wonder required woman understand pain woman,1
pinjar truly masterpiece thought provoking film make think make question culture without doubt best hindi movie seen date film shown movie festival around world believe would serious contender cannes character perfectly cast urmila matkondar manoj bhajpai haunting role story movie tell partition important story one never forgotten no bias prejudice given partition human story no one country depicted good bad evil indian evil pakistani good indian pakistani cinematography excellent music melodious meaningful haunting everything movie amazing acting took breath away perfectly cast,1
good adaptation novel amrita pritam urmila manoj bajpai given best natural flair movie felt right looked like bollywood finally gave away glamor quality artist performing screen content wise movie depicted much exactly happened partition showing suffering particular family also show trust one life go beyond religion best part not make drama lot tear shedding melodrama simply loved,1
come pinjar completely different background reviewer posted relatively new bollywood film born raised u not broad basis comparing pinjar indian film luckily no comparison needed pinjar stand nothing less masterpiece one line tell pinjar one important film come studio anywhere time mass appeal scale could indian equivalent crouching tiger hidden dragon adequately promoted u could well film put bollywood american map american movie going public long standing love affair gone wind pinjar not borrow plot passing similarity not least whopping u standard 183 minute run time set gritty backdrop india pakistan partition 1947 48 compelling human drama young woman imprisoned circumstance thrust trouble no hand creating put untenable position somehow manages not survive grow even flourish story lacking way exposition puro protagonist growth person would better illustrated least western audience unfamiliar indian culture character back story fully developed early part film would stretched 3 hour movie 3 1 2 hour perhaps even not one minute film wasted none made editing could really cut sake time better audience fill came leave remains could use many word describe pinjar poignant disturbing compelling heart wrenching come mind immediately uplifting perhaps apropos story point indomitability human spirit worst odds considered puro triumph possibly not immediately evident around no less inspirational strength story alone cannot recommend film highly enough equally inspiring urmila matondkar portrayal puro often overlooked amid bevy younger newer actress urmila unique capability deliver completely credible character role play not merely act puro part breathes life character manoj bajpai selection rashid inspired manages something far indian film hero subtlety command expression nuance essential role brings menace early part film piercing stare sword wielding rioter combined see one bollywood film life make pinjar,1
not word describe good movie genius like amrita pritam could written real depiction day partition movie kept haunting many day urmila role life movie put life role puroo manoj vajpai no less role rashid hard imagine anyone two role puroo rashid punjabi costume looked natural urmila manoj looked like natural punjabi mussalmaan sandhali sinha lajjo suri ramchand fabulous job priyanshu chattarjee good work triloki scene cannot get mind puroo meet lajjo first time brings tear eye climax killer expecting tragic ending thankfully ending wonderful movie category pakeezah mughal e azam banaras etc not missed,1
previously seen zu warrior magic mountain film setting take place china mountain legend zu look like another dimension thank tsui hark extensive use cgi effect able portray vision mountain floating cloud land being fly freely power ranging razor sharp wing blade split sword ultra cool moon orb many character one focus mainly king sky enigma romance aspect although movie seems much darker predecessor cecilia cheung beautiful presence screen make movie worth watching beginning like resembles countess zu warrior well playing enigma deal facing past life oh way mention cecilia appealing eye truth zu warrior comedy element special effect limited due time 1983 tsui hark take whole new level set new standard cinema,1
movie absolutely wonderful pre partition time culture recreated beautifully urmila given yet another brilliant performance truly admire movie not resort pakistan bashing running rampant movie like gadar loc partition backdrop movie not divert political issue focus violence right wrong movie always center around tragic story urmila life fragile relationship manoj bajpai depicted excellently movie actually show people hindu muslim suffered partition theme one religion truly prevalent film,1
hindi movie buff since age 4 never life watched moving impacting movie especially hindi film past several year stopped watching contemporary hindi movie reverted watching classic teesri kasam mere huzoor madhumati mother india sholay etc movie changed everything one best movie ever seen found not moving also found educational someone first generation indian woman growing america helped understand family history always something abstract see feel understand helped sympathize generation struggle indian people endured film helped put many thing perspective especially considering current world event never thought movie could change way think like plot fantastic acting superb direction flawless two thumb,1
pinjar one movie really leaf mark make think hard set partition india film show true reality partition india urmila get full mark beautiful deeply emotional portrayal suffering woman no way go freedom personal identity family respect taken away overnight tragic land dispute manoj bajpai simply brilliant remorseful abductor several moment film one brought tear film point deeply traumatic partition scene spine chilling yet urmila endurance survival remarkable woman robbed freedom woman gave freedom woman similar situation remarkable film given credit intelligent character storytelling,1
many reviewer made point note pinjar unlike run mill film produced bollywood true bollywood film general geared specific audience appreciated accomplishing aim regard however pinjar excellent film seeking change normal equation based bollywood film set time partition india pakistan pinjar focus punjabi girl becomes victim societal cultural attitude toward treatment woman time paro protagonist forced choose life man abducted fleeting hope life family back indian ruled punjab issue hindu muslim pinjar address defines woman role daughter wife mother india pakistan 1947 unlike typical bollywood film escapist nature pinjar film make audience contemplate issue film,1
pinjar genuinely good film great acting good narrative good presentation touching emotion etc seems quality film bollywood producing quite improving day film one evidence no bollywood movie remember made impact literally thinking movie hour marvelling various emotional situation test human human film rest great acting urmilla matondkar also manoj bajpai urmilla play girl north india background partition trouble seem sweet compared problem happens face must see film technically superior bollywood product feel comparable best movie coming country world,1
word amazing initially not keen watch pinjar since thought would another movie lamenting partition would show bias towards india pakistan totally wrong pinjar heart wrenching emotional intelligent movie without visible flaw haunted watching lingered mind long theme pain loss emotion real truly masterpiece one rarely get see bollywood nowadays no bias prejudice given partition human story no one country depicted good bad evil indian evil pakistani good indian pakistani cinematography excellent music melodious meaningful thanks gulzar sahib haunting everything movie amazing acting took breath away perfectly cast interested watching intellectual genuinely wonderful movie look no movie give recommend heart amazing cannot describe excellent,1
good luck finding film even watch not yet released tape dvd saw release early 70 lucky enough catch via american cinematheque preservation effort still tangible moment stayed thirty year no reason repeat rwint accurate comment come director soon soaring success five easy piece jack n said managed low budget effort best possible certainly show wandering meandering could used cutting also memorable icon time intense clash late 60 college sport student movement sexual revolution see film probably ground breaker scene frisky male bonding game shower karen black scene tepper car catch little guard first use word not witnessed film casual unexpected use nudity overall probably others omitting look nice surprise young cindy williams one first film thin david ogend stiers mike warren fresh powder blue ucla uniform readying dark blue tv uniform robert towne actor whole lot folk simply playing connection harry gittes last name robert towne certain character chinatown two jakes get 7 based karen black see,1
jack nicholson directorial debut drive said display least gifted director actor even story might seem lose way audience modern audience find pop ebay might seem free formed think film contains vivid interesting characterization film tell two college kid protagonist hector william tepper border break performance star leopard college basketball team play deal coach bruce dern put pressure stay focused girlfriend karen black emotional problem gabriel michael margotta kid gabriel seems little freaked possibility drafted radical mind state keep hector try find balance oncoming fame love gabriel going threshold sanity nicholson technical side thing display fascinating editing style keep thing edge basketball scene implement darkness many scene documentary feel throughout tepper black even robert towne writer chinatown last detail mission impossible among others rarely act garner credible acting work though tepper tendency downplay emotion scene example could act brilliantly sarcastic not play worth margotta hand vibrant twisted force performance descends frightening perhaps understandable time climax dern steal scene way performance garnered oscar nomination every line dialog appropriate true never hammed like recent coach movie performance drag film element involving character not explained degree one might wish film based novel jeremy larner co wrote script nicholson expecting film longer slim volume lot information time sport underlying feeling younger generation nicholson present u character situation rarely shown motivating anti war protester not included part understandable enough gabriel perturbed going vietnam else hector guy apprehension drafted nba still love play holding back whole atmosphere intriguing late 60 college basketball experience intriguing quality lead unconventionality kept point cannot go overall effect film whole bittersweet somewhat memorable good point not low one sure tell behind lens every step way b,1
